bidprice,clicks, CTR, spend, avgCPM, avgCPC
470,51,0.064%,6250,78.41808760241402,122.54901960784314,
471,51,0.064%,6250,78.41808760241402,122.54901960784314,
472,51,0.064%,6250,78.41808760241402,122.54901960784314,
473,51,0.064%,6250,78.41808760241402,122.54901960784314,
474,51,0.064%,6250,78.41808760241402,122.54901960784314,
475,51,0.064%,6250,78.41808760241402,122.54901960784314,
476,51,0.064%,6250,78.41808760241402,122.54901960784314,
477,51,0.064%,6250,78.41808760241402,122.54901960784314,
478,51,0.064%,6250,78.41808760241402,122.54901960784314,
479,51,0.064%,6250,78.41808760241402,122.54901960784314,
480,51,0.064%,6250,78.41808760241402,122.54901960784314,
481,51,0.064%,6250,78.41808760241402,122.54901960784314,
482,51,0.064%,6250,78.41808760241402,122.54901960784314,
483,51,0.064%,6250,78.41808760241402,122.54901960784314,
484,51,0.064%,6250,78.41808760241402,122.54901960784314,
485,51,0.064%,6250,78.41808760241402,122.54901960784314,
486,51,0.064%,6250,78.41808760241402,122.54901960784314,
487,51,0.064%,6250,78.41808760241402,122.54901960784314,
488,51,0.064%,6250,78.41808760241402,122.54901960784314,
489,51,0.064%,6250,78.41808760241402,122.54901960784314,
490,51,0.064%,6250,78.41808760241402,122.54901960784314,
491,51,0.064%,6250,78.41808760241402,122.54901960784314,
492,51,0.064%,6250,78.41808760241402,122.54901960784314,
493,51,0.064%,6250,78.41808760241402,122.54901960784314,
494,51,0.064%,6250,78.41808760241402,122.54901960784314,
495,51,0.064%,6250,78.41808760241402,122.54901960784314,
496,51,0.064%,6250,78.41808760241402,122.54901960784314,
497,51,0.064%,6250,78.41808760241402,122.54901960784314,
498,51,0.064%,6250,78.41808760241402,122.54901960784314,
499,51,0.064%,6250,78.41808760241402,122.54901960784314,
