c, lambda, clicks, CTR, spend, avgCPM, avgCPC
94,1.50E-06,63,0.06%,6250,54.88040462,99.20634921
94,1.60E-06,63,0.06%,6250,54.31618101,99.20634921
94,1.70E-06,65,0.06%,6250,53.47319068,96.15384615
94,1.80E-06,65,0.06%,6250,52.70169995,96.15384615
94,1.90E-06,67,0.06%,6250,52.03476755,93.28358209
94,2.00E-06,69,0.06%,6250,51.52599383,90.57971014
94,2.10E-06,69,0.06%,6250,50.93433952,90.57971014
94,2.20E-06,70,0.06%,6250,50.2690399,89.28571429
94,2.30E-06,72,0.06%,6250,49.74609593,86.80555556
94,2.40E-06,75,0.06%,6250,49.27700774,83.33333333
94,2.50E-06,75,0.06%,6250,48.82621773,83.33333333
94,2.60E-06,75,0.06%,6250,48.44435488,83.33333333
94,2.70E-06,76,0.06%,6250,48.0772929,82.23684211
94,2.80E-06,76,0.06%,6250,47.69499622,82.23684211
94,2.90E-06,77,0.06%,6250,47.20258595,81.16883117
94,3.00E-06,77,0.06%,6250,46.87335943,81.16883117
94,3.10E-06,77,0.06%,6250,46.69580485,81.16883117
94,3.20E-06,78,0.06%,6250,46.45493128,80.12820513
94,3.30E-06,79,0.06%,6250,46.12205741,79.11392405
94,3.40E-06,79,0.06%,6250,45.81036707,79.11392405
94,3.50E-06,79,0.06%,6250,44.87718013,79.11392405
94,3.60E-06,83,0.06%,6250,44.58012654,75.30120482
94,3.70E-06,83,0.06%,6250,44.34542604,75.30120482
94,3.80E-06,81,0.06%,6250,43.64921396,77.16049383
94,3.90E-06,81,0.06%,6250,43.31584528,77.16049383
94,4.00E-06,83,0.06%,6250,41.78226426,75.30120482
94,4.10E-06,85,0.06%,6250,41.52327296,73.52941176
94,4.20E-06,82,0.05%,6250,39.96700324,76.2195122
94,4.30E-06,80,0.05%,6250,39.4533346,78.125
94,4.40E-06,84,0.05%,6240.261,38.85592154,74.28882143
94,4.50E-06,83,0.05%,6000.084,38.18304696,72.29016867
94,4.60E-06,83,0.05%,5854.35,37.78999212,70.53433735
94,4.70E-06,82,0.05%,5645.366,37.3207859,68.84592683
94,4.80E-06,68,0.05%,4455.024,33.31083213,65.51505882
94,4.90E-06,66,0.05%,3915.818,31.60389982,59.33057576
96,1.00E-06,54,0.05%,6250,62.28697853,115.7407407
96,1.10E-06,56,0.05%,6250,60.54148302,111.6071429
96,1.20E-06,60,0.06%,6250,59.0134834,104.1666667
96,1.30E-06,62,0.06%,6250,57.6967459,100.8064516
96,1.40E-06,63,0.06%,6250,56.52630056,99.20634921
96,1.50E-06,64,0.06%,6250,55.11755472,97.65625
96,1.60E-06,62,0.05%,6250,54.51326199,100.8064516
96,1.70E-06,64,0.06%,6250,53.62183309,97.65625
96,1.80E-06,65,0.06%,6250,53.06098193,96.15384615
96,1.90E-06,67,0.06%,6250,52.30256827,93.28358209
96,2.00E-06,68,0.06%,6250,51.59362385,91.91176471
96,2.10E-06,69,0.06%,6250,51.20222832,90.57971014
96,2.20E-06,70,0.06%,6250,50.37925503,89.28571429
96,2.30E-06,71,0.06%,6250,50.02561311,88.02816901
96,2.40E-06,75,0.06%,6250,49.37822934,83.33333333
96,2.50E-06,75,0.06%,6250,48.98157509,83.33333333
96,2.60E-06,75,0.06%,6250,48.66312659,83.33333333
96,2.70E-06,76,0.06%,6250,48.0835808,82.23684211
96,2.80E-06,76,0.06%,6250,47.71538726,82.23684211
96,2.90E-06,77,0.06%,6250,47.29831996,81.16883117
96,3.00E-06,77,0.06%,6250,46.96740838,81.16883117
96,3.10E-06,76,0.06%,6250,46.7513427,82.23684211
96,3.20E-06,78,0.06%,6250,46.48499093,80.12820513
96,3.30E-06,79,0.06%,6250,46.18818174,79.11392405
96,3.40E-06,80,0.06%,6250,45.9673742,78.125
96,3.50E-06,79,0.06%,6250,45.27246782,79.11392405
96,3.60E-06,81,0.06%,6250,44.72527944,77.16049383
96,3.70E-06,83,0.06%,6250,44.45013406,75.30120482
96,3.80E-06,82,0.06%,6250,43.66995298,76.2195122
96,3.90E-06,81,0.06%,6250,43.45286928,77.16049383
96,4.00E-06,82,0.06%,6250,42.55724801,76.2195122
96,4.10E-06,85,0.06%,6250,41.55557476,73.52941176
96,4.20E-06,86,0.06%,6250,41.3578613,72.6744186
96,4.30E-06,79,0.05%,6250,39.59129118,79.11392405
96,4.40E-06,84,0.05%,6244.71,38.87224785,74.34178571
96,4.50E-06,84,0.05%,6175.812,38.71157245,73.52157143
96,4.60E-06,83,0.05%,5861.381,37.81462939,70.61904819
96,4.70E-06,82,0.05%,5655.51,37.35821014,68.96963415
96,4.80E-06,70,0.05%,4788.482,34.55865648,68.40688571
96,4.90E-06,66,0.05%,3921.447,31.63401176,59.41586364
98,1.00E-06,54,0.05%,6250,62.40888303,115.7407407
98,1.10E-06,58,0.06%,6250,60.93340223,107.7586207
98,1.20E-06,59,0.06%,6250,59.50510792,105.9322034
98,1.30E-06,61,0.06%,6250,58.2946257,102.4590164
98,1.40E-06,63,0.06%,6250,56.82128116,99.20634921
98,1.50E-06,63,0.06%,6250,55.79510253,99.20634921
98,1.60E-06,63,0.06%,6250,54.65006471,99.20634921
98,1.70E-06,63,0.05%,6250,53.68585614,99.20634921
98,1.80E-06,65,0.06%,6250,53.19148936,96.15384615
98,1.90E-06,67,0.06%,6250,52.42057235,93.28358209
98,2.00E-06,68,0.06%,6250,51.72684913,91.91176471
98,2.10E-06,68,0.06%,6250,51.27826458,91.91176471
98,2.20E-06,70,0.06%,6250,50.59172077,89.28571429
98,2.30E-06,71,0.06%,6250,50.1299368,88.02816901
98,2.40E-06,75,0.06%,6250,49.47007654,83.33333333
98,2.50E-06,74,0.06%,6250,49.06193579,84.45945946
98,2.60E-06,75,0.06%,6250,48.67297988,83.33333333
98,2.70E-06,76,0.06%,6250,48.27596861,82.23684211
98,2.80E-06,76,0.06%,6250,47.89859293,82.23684211
98,2.90E-06,76,0.06%,6250,47.49709318,82.23684211
98,3.00E-06,77,0.06%,6250,47.04447773,81.16883117
98,3.10E-06,76,0.06%,6250,46.76918472,82.23684211
98,3.20E-06,77,0.06%,6250,46.57401543,81.16883117
98,3.30E-06,79,0.06%,6250,46.26271299,79.11392405
98,3.40E-06,80,0.06%,6250,45.98766795,78.125
98,3.50E-06,80,0.06%,6250,45.75335647,78.125
98,3.60E-06,81,0.06%,6250,44.7743017,77.16049383
98,3.70E-06,83,0.06%,6250,44.57885464,75.30120482
98,3.80E-06,82,0.06%,6250,43.70537681,76.2195122
98,3.90E-06,81,0.06%,6250,43.50610478,77.16049383
98,4.00E-06,81,0.06%,6250,43.27385774,77.16049383
98,4.10E-06,85,0.06%,6250,41.57050024,73.52941176
98,4.20E-06,86,0.06%,6250,41.43545682,72.6744186
98,4.30E-06,79,0.05%,6250,39.61111393,79.11392405
98,4.40E-06,85,0.05%,6250,39.01202819,73.52941176
98,4.50E-06,84,0.05%,6211.496,38.80511529,73.94638095
98,4.60E-06,83,0.05%,5864.187,37.82931549,70.65285542
98,4.70E-06,82,0.05%,5658.376,37.36874917,69.00458537
98,4.80E-06,81,0.05%,5501.967,36.99721611,67.92551852
98,4.90E-06,68,0.05%,4129.425,32.45382741,60.72683824
