c, lambda, clicks, CTR, spend, avgCPM, avgCPC
112,1.9e-06,75,0.058%,6250,47.98538173330876,83.33333333333333,
112,2e-06,77,0.058%,6250,47.31586557751853,81.16883116883118,
112,2.1e-06,76,0.057%,6250,46.81437538387788,82.23684210526316,
112,2.2e-06,79,0.059%,6250,46.39320654997847,79.11392405063292,
112,2.3e-06,81,0.060%,6250,46.013060347048906,77.1604938271605,
112,2.4e-06,82,0.060%,6250,45.62809814786424,76.21951219512195,
112,2.4999999999999998e-06,86,0.061%,6250,44.58807750477984,72.67441860465117,
112,2.5999999999999997e-06,83,0.058%,6250,43.644946613501304,75.3012048192771,
112,2.7e-06,86,0.060%,6250,43.36994913572365,72.67441860465117,
112,2.8e-06,91,0.061%,6250,41.598998961688984,68.68131868131869,
112,2.8999999999999998e-06,84,0.053%,6250,39.70169732696412,74.4047619047619,
112,3e-06,90,0.056%,6237.319000002851,38.98689877177767,69.30354444447612,
112,3.1e-06,88,0.057%,5900.54200000257,38.036356838518714,67.05161363639284,
112,3.2e-06,86,0.058%,5542.55700000271,37.22610132382318,64.44833720933384,
112,3.2999999999999997e-06,71,0.057%,4051.196000000906,32.34487824352021,57.05909859156206,
112,3.3999999999999996e-06,67,0.055%,3875.098000000704,31.639651850164146,57.837283582100056,
112,3.5e-06,67,0.057%,3642.8690000006363,30.80311678209276,54.37117910448711,
112,3.6e-06,59,0.052%,3403.9200000005753,29.93325536200019,57.69355932204365,
112,3.6999999999999997e-06,56,0.052%,3058.155000000084,28.61967151747774,54.60991071428721,
112,3.8e-06,55,0.053%,2854.039999999968,27.617158394859526,51.89163636363578,
112,3.9e-06,54,0.053%,2791.6699999999614,27.35965737582776,51.69759259259188,
112,4e-06,53,0.054%,2631.8919999998707,26.61137905582219,49.65833962263907,
112,4.1e-06,52,0.053%,2556.0689999998267,26.23788993933244,49.155173076919745,
112,4.2e-06,52,0.054%,2490.4349999997676,25.94905912017596,47.8929807692263,
112,4.2999999999999995e-06,51,0.054%,2397.033999999766,25.549830522924875,47.00066666666208,
112,4.4e-06,49,0.053%,2346.7479999997463,25.29177578755371,47.892816326525434,
112,4.5e-06,49,0.054%,2267.649999999757,24.94280308863054,46.278571428566465,
112,4.6e-06,48,0.053%,2254.8289999997514,24.862490627616012,46.97560416666149,
112,4.7e-06,48,0.054%,2203.011999999734,24.624564070461126,45.896083333327795,
112,4.8e-06,47,0.054%,2135.1879999997077,24.334290663745758,45.4295319148874,
112,4.9e-06,47,0.054%,2113.7859999997063,24.22371964565735,44.97417021275971,
114,1e-06,59,0.056%,6250,59.06088468480387,105.9322033898305,
114,1.1e-06,62,0.056%,6250,56.48798387606988,100.80645161290323,
114,1.2e-06,61,0.054%,6250,55.02438680823341,102.45901639344262,
114,1.2999999999999998e-06,65,0.056%,6250,53.45032540558107,96.15384615384616,
114,1.4e-06,67,0.056%,6250,52.223029938418605,93.28358208955224,
114,1.5e-06,68,0.056%,6250,51.17791079485437,91.91176470588235,
114,1.6e-06,70,0.056%,6250,50.23590782313745,89.28571428571429,
114,1.6999999999999998e-06,74,0.058%,6250,49.38798410102016,84.45945945945945,
114,1.8e-06,75,0.059%,6250,48.75042900377524,83.33333333333333,
114,1.9e-06,75,0.058%,6250,48.04772484413318,83.33333333333333,
114,2e-06,77,0.058%,6250,47.38258595201092,81.16883116883118,
114,2.1e-06,76,0.057%,6250,46.91452548772341,82.23684210526316,
114,2.2e-06,79,0.059%,6250,46.540374705864835,79.11392405063292,
114,2.3e-06,81,0.060%,6250,46.02830925132193,77.1604938271605,
114,2.4e-06,81,0.059%,6250,45.70651299527577,77.1604938271605,
114,2.4999999999999998e-06,86,0.061%,6250,44.59380395850279,72.67441860465117,
114,2.5999999999999997e-06,83,0.058%,6250,43.66507143605687,75.3012048192771,
114,2.7e-06,86,0.060%,6250,43.382592821395605,72.67441860465117,
114,2.8e-06,90,0.060%,6250,41.6677778074082,69.44444444444444,
114,2.8999999999999998e-06,84,0.053%,6250,39.71683485422333,74.4047619047619,
114,3e-06,90,0.056%,6250,39.03468778495322,69.44444444444444,
114,3.1e-06,89,0.057%,5901.421000002569,38.04055177750069,66.30810112362437,
114,3.2e-06,87,0.058%,5622.947000002692,37.4488644688824,64.63157471267462,
114,3.2999999999999997e-06,71,0.057%,4054.855000000908,32.36117318436479,57.11063380282969,
114,3.3999999999999996e-06,67,0.055%,3887.3820000007086,31.69388686875853,58.02062686568222,
114,3.5e-06,67,0.057%,3643.5290000006366,30.807655559037066,54.38102985075577,
114,3.6e-06,63,0.054%,3517.0410000006145,30.33631776426976,55.82604761905738,
114,3.6999999999999997e-06,56,0.052%,3058.4710000000837,28.622093077665326,54.61555357143006,
114,3.8e-06,55,0.053%,2854.9709999999677,27.62322696750941,51.90856363636305,
114,3.9e-06,54,0.053%,2791.869999999962,27.36134931446399,51.701296296295595,
114,4e-06,54,0.054%,2697.164999999882,26.90170556552845,49.94749999999782,
114,4.1e-06,52,0.053%,2558.4329999998267,26.25919121420329,49.20063461538128,
114,4.2e-06,52,0.054%,2491.2769999997668,25.95648006334476,47.90917307691859,
114,4.2999999999999995e-06,51,0.054%,2401.421999999767,25.577790322406372,47.086705882348376,
114,4.4e-06,49,0.053%,2356.2169999997495,25.373590635463216,48.08606122448469,
114,4.5e-06,49,0.054%,2269.409999999757,24.96024020853001,46.31448979591341,
114,4.6e-06,49,0.054%,2259.2069999997525,24.892922859941958,46.1062653061174,
114,4.7e-06,48,0.054%,2204.603999999735,24.639604801391858,45.92924999999448,
114,4.8e-06,48,0.055%,2136.0069999997077,24.342237518372947,44.500145833327245,
114,4.9e-06,47,0.054%,2115.6849999997066,24.241870431052853,45.01457446807886,
116,1e-06,60,0.057%,6250,59.29341226472374,104.16666666666667,
116,1.1e-06,63,0.057%,6250,56.78204778777142,99.2063492063492,
116,1.2e-06,62,0.055%,6250,55.16815252890811,100.80645161290323,
116,1.2999999999999998e-06,65,0.056%,6250,53.514397513507035,96.15384615384616,
116,1.4e-06,67,0.056%,6250,52.26189480725813,93.28358208955224,
116,1.5e-06,68,0.056%,6250,51.29383571199948,91.91176470588235,
116,1.6e-06,70,0.056%,6250,50.26216746550005,89.28571428571429,
116,1.6999999999999998e-06,74,0.059%,6250,49.43642475776152,84.45945945945945,
116,1.8e-06,75,0.059%,6250,48.75309094596597,83.33333333333333,
116,1.9e-06,75,0.058%,6250,48.05363554585085,83.33333333333333,
116,2e-06,77,0.058%,6250,47.45489886411954,81.16883116883118,
116,2.1e-06,76,0.057%,6250,46.93213988030427,82.23684210526316,
116,2.2e-06,79,0.059%,6250,46.542454164991135,79.11392405063292,
116,2.3e-06,80,0.059%,6250,46.11797346556279,78.125,
116,2.4e-06,81,0.059%,6250,45.768098536885425,77.1604938271605,
116,2.4999999999999998e-06,86,0.061%,6250,44.609718494832414,72.67441860465117,
116,2.5999999999999997e-06,83,0.058%,6250,43.66690188571149,75.3012048192771,
116,2.7e-06,86,0.060%,6250,43.40940977093722,72.67441860465117,
116,2.8e-06,90,0.060%,6250,41.73427619410111,69.44444444444444,
116,2.8999999999999998e-06,84,0.053%,6250,39.73198392920714,74.4047619047619,
116,3e-06,90,0.056%,6250,39.0385888643206,69.44444444444444,
116,3.1e-06,89,0.057%,5902.369000002565,38.044945920528065,66.31875280901758,
116,3.2e-06,87,0.058%,5631.5160000026935,37.47348948631018,64.7300689655482,
116,3.2999999999999997e-06,72,0.057%,4057.758000000911,32.37219877620454,56.35775000001266,
116,3.3999999999999996e-06,67,0.055%,3893.5690000007116,31.719244649743885,58.112970149264356,
116,3.5e-06,67,0.056%,3767.8080000007362,31.25151786603577,56.23594029851845,
116,3.6e-06,63,0.054%,3517.365000000614,30.338589061305832,55.83119047620023,
116,3.6999999999999997e-06,56,0.052%,3110.439000000156,28.81823909277196,55.54355357143135,
116,3.8e-06,55,0.053%,2892.8829999999743,27.760661369568307,52.59787272727226,
116,3.9e-06,54,0.053%,2812.6659999999665,27.43689642390275,52.08640740740679,
116,4e-06,54,0.054%,2697.164999999882,26.90170556552845,49.94749999999782,
116,4.1e-06,52,0.053%,2559.370999999826,26.26720103452344,49.21867307691973,
116,4.2e-06,52,0.054%,2496.8979999997696,25.99094391472467,48.017269230764796,
116,4.2999999999999995e-06,52,0.055%,2402.533999999768,25.58799910536215,46.20257692307246,
116,4.4e-06,49,0.053%,2356.56499999975,25.376791617756805,48.09316326530102,
116,4.5e-06,49,0.053%,2337.063999999748,25.240180143204647,47.69518367346424,
116,4.6e-06,49,0.054%,2260.897999999753,24.90826163117092,46.14077551019904,
116,4.7e-06,48,0.054%,2210.391999999739,24.677265216805907,46.04983333332789,
116,4.8e-06,48,0.055%,2137.6789999997086,24.358793500304344,44.5349791666606,
116,4.9e-06,47,0.054%,2129.8959999997087,24.307499172588347,45.31693617020657,
118,1e-06,60,0.057%,6250,59.36155460788131,104.16666666666667,
118,1.1e-06,61,0.056%,6250,57.17683651998902,102.45901639344262,
118,1.2e-06,63,0.056%,6250,55.30337217842195,99.2063492063492,
118,1.2999999999999998e-06,65,0.056%,6250,53.59102757579915,96.15384615384616,
118,1.4e-06,67,0.056%,6250,52.30169290119582,93.28358208955224,
118,1.5e-06,68,0.056%,6250,51.301414277388794,91.91176470588235,
118,1.6e-06,70,0.056%,6250,50.32287154382519,89.28571428571429,
118,1.6999999999999998e-06,74,0.059%,6250,49.444246667457776,84.45945945945945,
118,1.8e-06,75,0.059%,6250,48.83003242314153,83.33333333333333,
118,1.9e-06,75,0.058%,6250,48.163617588582525,83.33333333333333,
118,2e-06,77,0.058%,6250,47.47941292655505,81.16883116883118,
118,2.1e-06,76,0.057%,6250,46.94130459273725,82.23684210526316,
118,2.2e-06,79,0.059%,6250,46.546613640764406,79.11392405063292,
118,2.3e-06,80,0.059%,6250,46.14214734479628,78.125,
118,2.4e-06,81,0.059%,6250,45.81540423847468,77.1604938271605,
118,2.4999999999999998e-06,86,0.061%,6250,44.66167885037266,72.67441860465117,
118,2.5999999999999997e-06,82,0.058%,6250,44.02400540966978,76.21951219512195,
118,2.7e-06,86,0.060%,6250,43.42267983937082,72.67441860465117,
118,2.8e-06,90,0.060%,6250,41.742359478521045,69.44444444444444,
118,2.8999999999999998e-06,87,0.056%,6250,40.1101263629421,71.83908045977012,
118,3e-06,90,0.056%,6250,39.13980110718669,69.44444444444444,
118,3.1e-06,89,0.057%,5987.485000002649,38.30225432122573,67.27511235958032,
118,3.2e-06,87,0.057%,5729.873000002775,37.71067439765422,65.8606091954342,
118,3.2999999999999997e-06,73,0.058%,4063.6650000009085,32.39864622450436,55.66664383562888,
118,3.3999999999999996e-06,67,0.055%,3893.909000000712,31.7214976416113,58.11804477613003,
118,3.5e-06,67,0.056%,3768.3390000007366,31.25462598180906,56.243865671652784,
118,3.6e-06,66,0.057%,3562.0610000006,30.494747836216387,53.970621212130304,
118,3.6999999999999997e-06,56,0.052%,3128.1030000001806,28.90877585346636,55.85898214286037,
118,3.8e-06,55,0.053%,2896.067999999972,27.77683144386231,52.65578181818131,
118,3.9e-06,54,0.053%,2816.362999999969,27.453410276155545,52.15487037036979,
118,4e-06,54,0.053%,2743.3939999999316,27.149145464081105,50.80359259259132,
118,4.1e-06,52,0.053%,2562.35999999983,26.280884932151405,49.27615384615058,
118,4.2e-06,52,0.054%,2497.5159999997704,25.99656504043645,48.029153846149434,
118,4.2999999999999995e-06,52,0.055%,2403.645999999768,25.597933972308496,46.223961538457075,
118,4.4e-06,49,0.053%,2358.2229999997508,25.39245835621185,48.126999999994915,
118,4.5e-06,49,0.053%,2339.3519999997466,25.262162132973515,47.741877551015236,
118,4.6e-06,49,0.054%,2266.2339999997557,24.94314079422114,46.24967346938277,
118,4.7e-06,49,0.055%,2214.2119999997344,24.69868040914828,45.18799999999458,
118,4.8e-06,48,0.055%,2138.461999999708,24.366882783921195,44.55129166666058,
118,4.9e-06,47,0.054%,2130.5709999997084,24.314370164103217,45.33129787233422,
120,1e-06,60,0.057%,6250,59.4603851130223,104.16666666666667,
120,1.1e-06,61,0.056%,6250,57.319466607971535,102.45901639344262,
120,1.2e-06,63,0.056%,6250,55.48798352228841,99.2063492063492,
120,1.2999999999999998e-06,65,0.056%,6250,53.66557332005289,96.15384615384616,
120,1.4e-06,67,0.056%,6250,52.45532904178801,93.28358208955224,
120,1.5e-06,68,0.056%,6250,51.47591750675364,91.91176470588235,
120,1.6e-06,70,0.056%,6250,50.328139469340094,89.28571428571429,
120,1.6999999999999998e-06,75,0.059%,6250,49.559908016810716,83.33333333333333,
120,1.8e-06,75,0.059%,6250,48.91563813384884,83.33333333333333,
120,1.9e-06,75,0.058%,6250,48.17438356058796,83.33333333333333,
120,2e-06,77,0.059%,6250,47.51117462827257,81.16883116883118,
120,2.1e-06,76,0.057%,6250,46.94553566734018,82.23684210526316,
120,2.2e-06,78,0.058%,6250,46.615352486649364,80.12820512820512,
120,2.3e-06,80,0.059%,6250,46.19808259477998,78.125,
120,2.4e-06,81,0.059%,6250,45.84901369601737,77.1604938271605,
120,2.4999999999999998e-06,85,0.061%,6250,44.71088155550945,73.52941176470588,
120,2.5999999999999997e-06,86,0.061%,6250,44.3699817550635,72.67441860465117,
120,2.7e-06,85,0.059%,6250,43.48582362149939,73.52941176470588,
120,2.8e-06,90,0.060%,6250,41.793719574172144,69.44444444444444,
120,2.8999999999999998e-06,91,0.060%,6250,41.43133667435632,68.68131868131869,
120,3e-06,91,0.057%,6250,39.16530893595689,68.68131868131869,
120,3.1e-06,90,0.057%,6185.467000002834,38.87077151243855,68.7274111111426,
120,3.2e-06,87,0.057%,5732.426000002775,37.71928462390625,65.88995402302041,
120,3.2999999999999997e-06,73,0.057%,4179.089000000892,32.774084007786655,57.24779452056017,
120,3.3999999999999996e-06,67,0.055%,3894.7250000007125,31.72659438412428,58.13022388060765,
120,3.5e-06,67,0.055%,3796.9110000007126,31.37994842890554,56.670313432846456,
120,3.6e-06,67,0.057%,3593.2310000006046,30.65086026734059,53.630313432844844,
120,3.6999999999999997e-06,56,0.052%,3128.5860000001803,28.912437967268716,55.867607142860365,
120,3.8e-06,55,0.053%,2902.767999999976,27.81148381286325,52.77759999999956,
120,3.9e-06,54,0.053%,2816.6729999999693,27.45589683104396,52.16061111111054,
120,4e-06,54,0.053%,2744.660999999932,27.157115152473946,50.827055555554296,
120,4.1e-06,52,0.053%,2562.8069999998297,26.28466082746846,49.28474999999673,
120,4.2e-06,52,0.054%,2499.538999999773,26.015185262279065,48.06805769230333,
120,4.2999999999999995e-06,52,0.055%,2406.537999999772,25.621911099278915,46.27957692307254,
120,4.4e-06,51,0.055%,2377.448999999745,25.484226774284174,46.61664705881853,
120,4.5e-06,49,0.053%,2340.0439999997475,25.268816275400596,47.75599999999485,
120,4.6e-06,49,0.054%,2267.1729999997565,24.95210266230568,46.26883673468891,
120,4.7e-06,49,0.055%,2215.056999999734,24.706728087979727,45.20524489795376,
120,4.8e-06,48,0.054%,2168.599999999738,24.488459280000654,45.17916666666121,
120,4.9e-06,48,0.055%,2132.0979999997085,24.329297655043174,44.41870833332726,
122,1e-06,60,0.057%,6250,59.52721107872831,104.16666666666667,
122,1.1e-06,61,0.056%,6250,57.35681444841099,102.45901639344262,
122,1.2e-06,62,0.055%,6250,55.56296395074899,100.80645161290323,
122,1.2999999999999998e-06,64,0.055%,6250,53.706615795760186,97.65625,
122,1.4e-06,67,0.056%,6250,52.45885127705827,93.28358208955224,
122,1.5e-06,68,0.056%,6250,51.517499464218005,91.91176470588235,
122,1.6e-06,70,0.056%,6250,50.3800672271617,89.28571428571429,
122,1.6999999999999998e-06,75,0.059%,6250,49.56894842450054,83.33333333333333,
122,1.8e-06,75,0.059%,6250,48.92099845801013,83.33333333333333,
122,1.9e-06,76,0.059%,6250,48.216007714561236,82.23684210526316,
122,2e-06,76,0.058%,6250,47.5864169331506,82.23684210526316,
122,2.1e-06,76,0.057%,6250,47.06112675632125,82.23684210526316,
122,2.2e-06,77,0.058%,6250,46.68394595119474,81.16883116883118,
122,2.3e-06,80,0.059%,6250,46.19910706365867,78.125,
122,2.4e-06,81,0.059%,6250,45.84968638814511,77.1604938271605,
122,2.4999999999999998e-06,85,0.061%,6250,44.71440018315018,73.52941176470588,
122,2.5999999999999997e-06,86,0.061%,6250,44.44886957634893,72.67441860465117,
122,2.7e-06,85,0.059%,6250,43.48824425781223,73.52941176470588,
122,2.8e-06,90,0.060%,6250,41.79595548897924,69.44444444444444,
122,2.8999999999999998e-06,91,0.060%,6250,41.43600623197534,68.68131868131869,
122,3e-06,91,0.057%,6250,39.17267314321529,68.68131868131869,
122,3.1e-06,90,0.057%,6190.018000002841,38.88275532832177,68.77797777780935,
122,3.2e-06,88,0.058%,5733.241000002775,37.723406215268845,65.15046590912245,
122,3.2999999999999997e-06,73,0.055%,4493.955000001851,33.587107623332216,61.56102739728563,
122,3.3999999999999996e-06,68,0.055%,3897.924000000713,31.73817530432531,57.32241176471637,
122,3.5e-06,67,0.055%,3804.3720000007124,31.41019988606835,56.78167164180168,
122,3.6e-06,67,0.057%,3593.9590000006046,30.655762735001232,53.64117910448664,
122,3.6999999999999997e-06,60,0.053%,3404.3910000005753,29.93818703062574,56.73985000000959,
122,3.8e-06,56,0.053%,3013.9300000000767,28.444303928878874,53.82017857142994,
122,3.9e-06,55,0.053%,2834.352999999984,27.536972087555345,51.53369090909062,
122,4e-06,54,0.053%,2748.2359999999335,27.176622991346687,50.89325925925803,
122,4.1e-06,52,0.053%,2563.31799999983,26.288823251900705,49.294576923073656,
122,4.2e-06,52,0.054%,2499.736999999773,26.01697526045496,48.07186538461102,
122,4.2999999999999995e-06,52,0.055%,2440.260999999787,25.774591505854506,46.92809615384206,
122,4.4e-06,51,0.054%,2394.4899999997633,25.54803947719139,46.95078431372085,
122,4.5e-06,49,0.053%,2351.2289999997533,25.35455172859742,47.984265306117415,
122,4.6e-06,49,0.054%,2268.151999999757,24.961778462551667,46.288816326525655,
122,4.7e-06,49,0.055%,2217.594999999735,24.731726629934816,45.25704081632112,
122,4.8e-06,48,0.054%,2169.2409999997376,24.49486782822455,45.19252083332787,
122,4.9e-06,48,0.055%,2132.5499999997087,24.333900065037696,44.42812499999393,
124,1e-06,59,0.056%,6250,59.70348859424554,105.9322033898305,
124,1.1e-06,61,0.056%,6250,57.52151304587916,102.45901639344262,
124,1.2e-06,62,0.055%,6250,55.610424507736525,100.80645161290323,
124,1.2999999999999998e-06,63,0.054%,6250,53.731548586215496,99.2063492063492,
124,1.4e-06,65,0.055%,6250,52.73149124657245,96.15384615384616,
124,1.5e-06,68,0.056%,6250,51.5221710206336,91.91176470588235,
124,1.6e-06,70,0.057%,6250,50.47201427752339,89.28571428571429,
124,1.6999999999999998e-06,72,0.057%,6250,49.68756459383397,86.80555555555556,
124,1.8e-06,75,0.059%,6250,48.92712598147815,83.33333333333333,
124,1.9e-06,75,0.058%,6250,48.30731179471324,83.33333333333333,
124,2e-06,76,0.058%,6250,47.77995229649563,82.23684210526316,
124,2.1e-06,77,0.058%,6250,47.12570877065991,81.16883116883118,
124,2.2e-06,77,0.058%,6250,46.68882829716505,81.16883116883118,
124,2.3e-06,80,0.059%,6250,46.20218074293107,78.125,
124,2.4e-06,81,0.060%,6250,45.91132136455793,77.1604938271605,
124,2.4999999999999998e-06,85,0.061%,6250,44.71599974243584,73.52941176470588,
124,2.5999999999999997e-06,86,0.061%,6250,44.46151766722866,72.67441860465117,
124,2.7e-06,85,0.059%,6250,43.496113187325584,73.52941176470588,
124,2.8e-06,87,0.059%,6250,42.57493188010899,71.83908045977012,
124,2.8999999999999998e-06,91,0.060%,6250,41.53651890742341,68.68131868131869,
124,3e-06,91,0.057%,6250,39.18495297805643,68.68131868131869,
124,3.1e-06,90,0.056%,6205.639000002861,38.92928209376481,68.95154444447624,
124,3.2e-06,88,0.058%,5738.60900000277,37.73712418130553,65.21146590912238,
124,3.2999999999999997e-06,75,0.054%,4814.363000002344,34.78711658659883,64.19150666669792,
124,3.3999999999999996e-06,68,0.055%,3898.5620000007148,31.742336283479876,57.33179411765757,
124,3.5e-06,67,0.055%,3805.948000000712,31.419061377807505,56.805194029861376,
124,3.6e-06,67,0.057%,3594.144000000605,30.656556265411723,53.64394029851649,
124,3.6999999999999997e-06,60,0.053%,3404.715000000575,29.940509690813737,56.745250000009584,
124,3.8e-06,56,0.052%,3059.028000000084,28.627037751034866,54.6255000000015,
124,3.9e-06,55,0.053%,2835.029999999983,27.54247908833885,51.54599999999969,
124,4e-06,54,0.053%,2757.361999999934,27.21922568162459,51.06225925925804,
124,4.1e-06,52,0.053%,2614.524999999859,26.540706527254684,50.279326923074215,
124,4.2e-06,52,0.054%,2536.4219999998095,26.182961196616287,48.77734615384249,
124,4.2999999999999995e-06,52,0.055%,2445.1599999997857,25.8069827331425,47.02230769230357,
124,4.4e-06,52,0.055%,2401.2879999997685,25.589173060526093,46.178615384610936,
124,4.5e-06,49,0.053%,2352.9829999997532,25.371277306934864,48.02006122448476,
124,4.6e-06,49,0.054%,2272.2959999997584,24.98895878238418,46.373387755097106,
124,4.7e-06,49,0.055%,2217.855999999735,24.734361582295996,45.26236734693337,
124,4.8e-06,49,0.055%,2207.4199999997386,24.66721795100727,45.0493877550967,
124,4.9e-06,48,0.055%,2133.8379999997082,24.346652366387982,44.454958333327255,
126,1e-06,59,0.056%,6250,59.773148945123474,105.9322033898305,
126,1.1e-06,61,0.056%,6250,57.53263250915919,102.45901639344262,
126,1.2e-06,62,0.055%,6250,55.677303258681206,100.80645161290323,
126,1.2999999999999998e-06,62,0.053%,6250,53.85841699340773,100.80645161290323,
126,1.4e-06,65,0.055%,6250,52.734605713899995,96.15384615384616,
126,1.5e-06,67,0.055%,6250,51.641369281234766,93.28358208955224,
126,1.6e-06,70,0.057%,6250,50.491178181348154,89.28571428571429,
126,1.6999999999999998e-06,72,0.057%,6250,49.763127513037944,86.80555555555556,
126,1.8e-06,74,0.058%,6250,49.079272841493584,84.45945945945945,
126,1.9e-06,75,0.058%,6250,48.32673512309786,83.33333333333333,
126,2e-06,76,0.058%,6250,47.78141341243387,82.23684210526316,
126,2.1e-06,77,0.058%,6250,47.145971471029746,81.16883116883118,
126,2.2e-06,77,0.058%,6250,46.697549312612075,81.16883116883118,
126,2.3e-06,80,0.059%,6250,46.285324960009476,78.125,
126,2.4e-06,81,0.060%,6250,45.9227909300651,77.1604938271605,
126,2.4999999999999998e-06,84,0.061%,6250,45.12016402082025,74.4047619047619,
126,2.5999999999999997e-06,86,0.061%,6250,44.46341550172518,72.67441860465117,
126,2.7e-06,85,0.059%,6250,43.51064792576039,73.52941176470588,
126,2.8e-06,87,0.060%,6250,43.11207069000007,71.83908045977012,
126,2.8999999999999998e-06,91,0.061%,6250,41.56911780355432,68.68131868131869,
126,3e-06,91,0.057%,6250,39.28643266619732,68.68131868131869,
126,3.1e-06,90,0.056%,6231.980000002857,38.97667146164774,69.24422222225397,
126,3.2e-06,88,0.058%,5739.5900000027705,37.74034889304233,65.22261363639512,
126,3.2999999999999997e-06,86,0.058%,5524.4940000027,37.19371452810285,64.23830232561279,
126,3.3999999999999996e-06,73,0.058%,4050.4060000009017,32.34631847948332,55.48501369864249,
126,3.5e-06,67,0.055%,3830.7160000007375,31.508040039815576,57.174865671652796,
126,3.6e-06,67,0.057%,3598.340000000608,30.673770352063833,53.70656716418818,
